Date,Fallacy,Label,Subcategory,arg_comp,arg_rel,Context,bio_tags,pos_tags
2020,disaster,AppealtoEmotion,,Claim,Support,"And now the Trump Pence Administration wants to take credit when they ran when they rode the coattails of Joe Biden’s success for the economy that they had at the beginning of their term. Of course now the economy is a complete disaster, but Joe Biden on the one hand, did that. On the other hand you have Donald Trump, who has reigned over a recession that is being compared to the Great Depression.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoEmotion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","CCONJ,ADV,DET,PROPN,PROPN,PROPN,VERB,PART,VERB,NOUN,SCONJ,PRON,VERB,SCONJ,PRON,VERB,DET,NOUN,ADP,PROPN,PROPN,PART,NOUN,ADP,DET,NOUN,PRON,PRON,VERB,ADP,DET,NOUN,ADP,PRON,NOUN,PUNCT,ADV,ADV,ADV,DET,NOUN,AUX,DET,ADJ,NOUN,PUNCT,CCONJ,PROPN,PROPN,ADP,DET,NUM,NOUN,PUNCT,VERB,PRON,PUNCT,ADP,DET,ADJ,NOUN,PRON,VERB,PROPN,PROPN,PUNCT,PRON,AUX,VERB,ADP,DET,NOUN,PRON,AUX,AUX,VERB,ADP,DET,PROPN,PROPN,PUNCT"
1992,America is the mockery of the world.,AppealtoEmotion,Flag waving,Premise,,"Bill Clinton wants to empower government, we want to empower people. In St. Louis, Missouri, in June of this year, Bill Clinton said this: ""America is the mockery of the world."" He is wrong.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'O', 'O', 'O']","PROPN,PROPN,VERB,PART,VERB,NOUN,PUNCT,PRON,VERB,PART,VERB,NOUN,PUNCT,ADP,PROPN,PROPN,PUNCT,PROPN,PUNCT,ADP,PROPN,ADP,DET,NOUN,PUNCT,PROPN,PROPN,VERB,PRON,PUNCT,PUNCT,PROPN,AUX,DET,NOUN,ADP,DET,NOUN,PUNCT,PUNCT,PRON,AUX,ADJ,PUNCT"
2016,We have seen him insult women.,AdHominem,Ad hominem,Premise,Support,"Because we’ve seen this throughout the campaign. We have seen him insult women. We’ve seen him rate women on their appearance, ranking them from one to ten.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","SCONJ,PRON,AUX,VERB,PRON,ADP,DET,NOUN,PUNCT,PRON,AUX,VERB,PRON,VERB,NOUN,PUNCT,PRON,AUX,VERB,PRON,VERB,NOUN,ADP,PRON,NOUN,PUNCT,VERB,PRON,ADP,NUM,PART,NUM,PUNCT"
2004,"Right now the president is spending hundreds of millions of dollars to research bunker - busting nuclear weapons. The United States is pursuing a new set of nuclear weapons. It doesn't make sense. You talk about mixed messages. We're telling other people, ""You can't have nuclear weapons,"" but we're pursuing a new nuclear weapon that we might even contemplate using.",AdHominem,Tu quoque,Claim,,"And part of that leadership is sending the right message to places like North Korea. Right now the president is spending hundreds of millions of dollars to research bunker - busting nuclear weapons. The United States is pursuing a new set of nuclear weapons. It doesn't make sense. You talk about mixed messages. We're telling other people, ""You can't have nuclear weapons,"" but we're pursuing a new nuclear weapon that we might even contemplate using. Not this president.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'O', 'O', 'O']","CCONJ,NOUN,ADP,DET,NOUN,AUX,VERB,DET,ADJ,NOUN,ADP,NOUN,ADP,PROPN,PROPN,PUNCT,ADV,ADV,DET,NOUN,AUX,VERB,NOUN,ADP,NOUN,ADP,NOUN,PART,VERB,NOUN,PUNCT,VERB,ADJ,NOUN,PUNCT,DET,PROPN,PROPN,AUX,VERB,DET,ADJ,NOUN,ADP,ADJ,NOUN,PUNCT,PRON,AUX,PART,VERB,NOUN,PUNCT,PRON,VERB,ADP,ADJ,NOUN,PUNCT,PRON,AUX,VERB,ADJ,NOUN,PUNCT,PUNCT,PRON,AUX,PART,VERB,ADJ,NOUN,PUNCT,PUNCT,CCONJ,PRON,AUX,VERB,DET,ADJ,ADJ,NOUN,PRON,PRON,AUX,ADV,VERB,VERB,PUNCT,PART,DET,NOUN,PUNCT"
1960,we have programs which we believe will move America,AppealtoEmotion,Flag waving,Premise,Support,"I think that the means that I advocate will reach that goal better than the means that he advocates. I could give better examples, but for - for whatever it is, whether it's in the field of housing, or health, or medical care, or schools, or the eh- development of electric power, we have programs which we believe will move America, move her forward and build on the wonderful record that we have made over these past seven and a half years. Now, when we look at these programs, might I suggest that in evaluating them we often have a tendency to say that the test of a program is how much you're spending.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","PRON,VERB,SCONJ,DET,NOUN,SCONJ,PRON,VERB,AUX,VERB,DET,NOUN,ADV,ADP,DET,NOUN,SCONJ,PRON,VERB,PUNCT,PRON,AUX,VERB,ADJ,NOUN,PUNCT,CCONJ,ADP,PUNCT,ADP,PRON,PRON,AUX,PUNCT,SCONJ,PRON,AUX,ADP,DET,NOUN,ADP,NOUN,PUNCT,CCONJ,NOUN,PUNCT,CCONJ,ADJ,NOUN,PUNCT,CCONJ,NOUN,PUNCT,CCONJ,DET,NOUN,NOUN,ADP,ADJ,NOUN,PUNCT,PRON,VERB,NOUN,PRON,PRON,VERB,AUX,VERB,PROPN,PUNCT,VERB,PRON,ADV,CCONJ,VERB,ADP,DET,ADJ,NOUN,PRON,PRON,AUX,VERB,ADP,DET,ADJ,NUM,CCONJ,DET,NOUN,NOUN,PUNCT,ADV,PUNCT,SCONJ,PRON,VERB,ADP,DET,NOUN,PUNCT,AUX,PRON,VERB,SCONJ,ADP,VERB,PRON,PRON,ADV,VERB,DET,NOUN,PART,VERB,SCONJ,DET,NOUN,ADP,DET,NOUN,AUX,SCONJ,ADJ,PRON,AUX,VERB,PUNCT"
1996,"But let me remind you, my family has suffered from drug abuse. I know what it's like to see somebody you love nearly lose their lives, and I hate drugs, Senator. We need to do this together and we can.",AppealtoEmotion,Appeal to pity,Claim,,"We just have a different approach. But let me remind you, my family has suffered from drug abuse. I know what it's like to see somebody you love nearly lose their lives, and I hate drugs, Senator. We need to do this together and we can. Not if I didn't have a better idea.","['O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","PRON,ADV,VERB,DET,ADJ,NOUN,PUNCT,CCONJ,VERB,PRON,VERB,PRON,PUNCT,PRON,NOUN,AUX,VERB,ADP,NOUN,NOUN,PUNCT,PRON,VERB,PRON,PRON,AUX,ADP,PART,VERB,PRON,PRON,VERB,ADV,VERB,PRON,NOUN,PUNCT,CCONJ,PRON,VERB,NOUN,PUNCT,PROPN,PUNCT,PRON,VERB,PART,VERB,PRON,ADV,CCONJ,PRON,AUX,PUNCT,PART,SCONJ,PRON,AUX,PART,VERB,DET,ADJ,NOUN,PUNCT"
2004,"I believe America's best days are ahead of us. I'm an optimist, but we have to make the right choices, to be fiscally responsible and to create the new jobs of the future.",AppealtoEmotion,Flag waving,Premise,Attack,"That's the test. I believe America's best days are ahead of us. I'm an optimist, but we have to make the right choices, to be fiscally responsible and to create the new jobs of the future. We can do this.","['O', 'O', 'O', 'B-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'O', 'O', 'O', 'O']","PRON,AUX,DET,NOUN,PUNCT,PRON,VERB,PROPN,PART,ADJ,NOUN,AUX,ADV,ADP,PRON,PUNCT,PRON,AUX,DET,NOUN,PUNCT,CCONJ,PRON,VERB,PART,VERB,DET,ADJ,NOUN,PUNCT,PART,AUX,ADV,ADJ,CCONJ,PART,VERB,DET,ADJ,NOUN,ADP,DET,NOUN,PUNCT,PRON,AUX,VERB,PRON,PUNCT"
2020,He will destroy this country,AppealtoEmotion,,,,"And he wants to close down the… He will shut it down again. He will destroy this country. A lot of people, between drugs and alcohol and depression, when you start shutting it down, you take a look at what’s happening at some of your Democrat - run states where they have these tough shutdowns.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","CCONJ,PRON,VERB,PART,VERB,ADP,PRON,PUNCT,PRON,AUX,VERB,PRON,ADP,ADV,PUNCT,PRON,AUX,VERB,DET,NOUN,PUNCT,DET,NOUN,ADP,NOUN,PUNCT,ADP,NOUN,CCONJ,NOUN,CCONJ,NOUN,PUNCT,SCONJ,PRON,VERB,VERB,PRON,ADP,PUNCT,PRON,VERB,DET,NOUN,ADP,PRON,AUX,VERB,ADP,PRON,ADP,PRON,PROPN,PUNCT,VERB,NOUN,SCONJ,PRON,VERB,DET,ADJ,NOUN,PUNCT"
2008,"Now, we also have to recognize that this is a final verdict on eight years of failed economic policies promoted by George Bush, supported by Senator McCain, a theory that basically says that we can shred regulations and consumer protections and give more and more to the most, and somehow prosperity will trickle down. It hasn't worked.",AppealtoAuthority,Without Evidence,Claim,,"And, number four, we've got to make sure that we're helping homeowners, because the root problem here has to do with the foreclosures that are taking place all across the country. Now, we also have to recognize that this is a final verdict on eight years of failed economic policies promoted by George Bush, supported by Senator McCain, a theory that basically says that we can shred regulations and consumer protections and give more and more to the most, and somehow prosperity will trickle down. It hasn't worked. And I think that the fundamentals of the economy have to be measured by whether or not the middle class is getting a fair shake.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","CCONJ,PUNCT,NOUN,NUM,PUNCT,PRON,AUX,VERB,PART,VERB,ADJ,SCONJ,PRON,AUX,VERB,NOUN,PUNCT,SCONJ,DET,NOUN,NOUN,ADV,VERB,PART,VERB,ADP,DET,NOUN,PRON,AUX,VERB,NOUN,ADV,ADP,DET,NOUN,PUNCT,ADV,PUNCT,PRON,ADV,VERB,PART,VERB,SCONJ,PRON,AUX,DET,ADJ,NOUN,ADP,NUM,NOUN,ADP,VERB,ADJ,NOUN,VERB,ADP,PROPN,PROPN,PUNCT,VERB,ADP,PROPN,PROPN,PUNCT,DET,NOUN,PRON,ADV,VERB,SCONJ,PRON,AUX,VERB,NOUN,CCONJ,NOUN,NOUN,CCONJ,VERB,ADJ,CCONJ,ADJ,ADP,DET,ADJ,PUNCT,CCONJ,ADV,NOUN,AUX,VERB,ADV,PUNCT,PRON,AUX,PART,VERB,PUNCT,CCONJ,PRON,VERB,SCONJ,DET,NOUN,ADP,DET,NOUN,VERB,PART,AUX,VERB,ADP,SCONJ,CCONJ,PART,DET,ADJ,NOUN,AUX,VERB,DET,ADJ,NOUN,PUNCT"
1984,And there are other ways of squeezing this budget without constantly picking on our senior citizens and the most vulnerable in American life.,AppealtoEmotion,Appeal to pity,Premise,Support,"Certainly we can find a coffeepot that costs something less than $7,000. And there are other ways of squeezing this budget without constantly picking on our senior citizens and the most vulnerable in American life. And that's why the Congress, including the Republicans, have not gone along with the President's recommendations.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","ADV,PRON,AUX,VERB,DET,NOUN,PRON,VERB,PRON,ADJ,ADP,SYM,NUM,PUNCT,CCONJ,PRON,VERB,ADJ,NOUN,ADP,VERB,DET,NOUN,ADP,ADV,VERB,ADP,PRON,ADJ,NOUN,CCONJ,DET,ADV,ADJ,ADP,ADJ,NOUN,PUNCT,CCONJ,PRON,AUX,SCONJ,DET,PROPN,PUNCT,VERB,DET,PROPN,PUNCT,AUX,PART,VERB,ADV,ADP,DET,PROPN,PART,NOUN,PUNCT"
2020,disaster,AdHominem,,Claim,Support,"Well, you didn’t do very well in Swine Flu. H1-N1, you were a disaster. Your own Chief of Staff said you were a disaster. 14,000 people died, not 200,000. A far less lethal disease, by the way.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AdHominem', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","INTJ,PUNCT,PRON,AUX,PART,VERB,ADV,ADV,ADP,PROPN,PROPN,PUNCT,PROPN,PUNCT,PROPN,PUNCT,PRON,AUX,DET,NOUN,PUNCT,PRON,ADJ,PROPN,ADP,PROPN,VERB,PRON,AUX,DET,NOUN,PUNCT,NUM,NOUN,VERB,PUNCT,PART,NUM,PUNCT,DET,ADV,ADV,ADJ,NOUN,PUNCT,ADP,DET,NOUN,PUNCT"
2004,"Well, two leading national news networks have both said the president's characterization of my health - care plan is incorrect. One called it fiction. The other called it untrue.",AppealtoAuthority,Without Evidence,Claim,,"Well, two leading national news networks have both said the president's characterization of my health - care plan is incorrect. One called it fiction. The other called it untrue. The fact is that my health - care plan, America, is very simple.","['B-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","INTJ,PUNCT,NUM,VERB,ADJ,NOUN,NOUN,AUX,PRON,VERB,DET,NOUN,PART,NOUN,ADP,PRON,NOUN,PUNCT,NOUN,NOUN,AUX,ADJ,PUNCT,NUM,VERB,PRON,NOUN,PUNCT,DET,ADJ,VERB,PRON,ADJ,PUNCT,DET,NOUN,AUX,SCONJ,PRON,NOUN,PUNCT,NOUN,NOUN,PUNCT,PROPN,PUNCT,AUX,ADV,ADJ,PUNCT"
1976,This kind of confusion and absence of leadership has let us drift now for two years with a constantly increasing threat of atomic weapons throughout the world.,FalseCause,False cause,Claim,Support,"Mr. Ford, again, under pressure from the atomic energy lobby, has insisted that this reprocessing or rather re - en- enrichment be done by private industry and not by the existing uh - government uh - plants. This kind of confusion and absence of leadership has let us drift now for two years with a constantly increasing threat of atomic weapons throughout the world. We now have five nations that have atomic bombs that we know about.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'I-FalseCause', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","PROPN,PROPN,PUNCT,ADV,PUNCT,ADP,NOUN,ADP,DET,ADJ,NOUN,NOUN,PUNCT,AUX,VERB,SCONJ,DET,VERB,CCONJ,ADV,ADP,PUNCT,PROPN,NOUN,AUX,VERB,ADP,ADJ,NOUN,CCONJ,PART,ADP,DET,VERB,INTJ,PUNCT,NOUN,INTJ,PUNCT,NOUN,PUNCT,DET,NOUN,ADP,NOUN,CCONJ,NOUN,ADP,NOUN,AUX,VERB,PRON,VERB,ADV,ADP,NUM,NOUN,ADP,DET,ADV,VERB,NOUN,ADP,ADJ,NOUN,ADP,DET,NOUN,PUNCT,PRON,ADV,VERB,NUM,NOUN,PRON,VERB,ADJ,NOUN,PRON,PRON,VERB,ADP,PUNCT"
2000,"My friend, Phyllis Hunter, is here. She had one of the greatest lines of all lines. She said, reading is the new civil right. She's right.",AppealtoAuthority,False Authority,Claim,Support,"In public education when we just move children through the schools. My friend, Phyllis Hunter, is here. She had one of the greatest lines of all lines. She said, reading is the new civil right. She's right. And to make sure our society is as hopeful as it possibly can be, every single child in America must be educated.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","ADP,ADJ,NOUN,SCONJ,PRON,ADV,VERB,NOUN,ADP,DET,NOUN,PUNCT,PRON,NOUN,PUNCT,PROPN,PROPN,PUNCT,AUX,ADV,PUNCT,PRON,VERB,NUM,ADP,DET,ADJ,NOUN,ADP,DET,NOUN,PUNCT,PRON,VERB,PUNCT,NOUN,AUX,DET,ADJ,ADJ,NOUN,PUNCT,PRON,AUX,ADJ,PUNCT,CCONJ,PART,VERB,ADJ,PRON,NOUN,AUX,ADV,ADJ,SCONJ,PRON,ADV,AUX,AUX,PUNCT,DET,ADJ,NOUN,ADP,PROPN,AUX,AUX,VERB,PUNCT"
